Longitude,Latitude,YEAR,PRECTOTCORR
8.905045463075526,14.38984658168262,1981,3.935424657534247
8.905045463075526,14.38984658168262,1982,5.538958904109589
8.905045463075526,14.38984658168262,1983,3.958027397260274
8.905045463075526,14.38984658168262,1984,2.584125683060109
8.905045463075526,14.38984658168262,1985,3.0328219178082194
8.905045463075526,14.38984658168262,1986,3.970739726027397
8.905045463075526,14.38984658168262,1987,2.840219178082192
8.905045463075526,14.38984658168262,1988,3.4087158469945353
8.905045463075526,14.38984658168262,1989,3.1715068493150684
8.905045463075526,14.38984658168262,1990,2.9994520547945203
8.905045463075526,14.38984658168262,1991,3.313945205479452
8.905045463075526,14.38984658168262,1992,2.5264480874316937
8.905045463075526,14.38984658168262,1993,2.8160273972602736
8.905045463075526,14.38984658168262,1994,3.2603561643835617
8.905045463075526,14.38984658168262,1995,3.662630136986301
8.905045463075526,14.38984658168262,1996,3.10775956284153
8.905045463075526,14.38984658168262,1997,3.0356712328767124
8.905045463075526,14.38984658168262,1998,2.6785479452054792
8.905045463075526,14.38984658168262,1999,2.5344109589041097
8.905045463075526,14.38984658168262,2000,2.3208196721311474
8.905045463075526,14.38984658168262,2001,1.4923013698630139
8.905045463075526,14.38984658168262,2002,1.9432054794520548
8.905045463075526,14.38984658168262,2003,2.1133150684931508
8.905045463075526,14.38984658168262,2004,1.7759016393442624
8.905045463075526,14.38984658168262,2005,2.3235342465753424
8.905045463075526,14.38984658168262,2006,2.071972602739726
8.905045463075526,14.38984658168262,2007,2.018876712328767
8.905045463075526,14.38984658168262,2008,3.5424043715846993
8.905045463075526,14.38984658168262,2009,3.262958904109589
8.905045463075526,14.38984658168262,2010,3.3346849315068496
8.905045463075526,14.38984658168262,2011,2.1862739726027396
8.905045463075526,14.38984658168262,2012,3.3169945355191257
8.905045463075526,14.38984658168262,2013,2.7870958904109586
8.905045463075526,14.38984658168262,2014,2.8502191780821917
8.905045463075526,14.38984658168262,2015,2.5707397260273974
8.905045463075526,14.38984658168262,2016,2.7843169398907106
8.905045463075526,14.38984658168262,2017,2.7353424657534244
8.905045463075526,14.38984658168262,2018,3.111643835616438
8.905045463075526,14.38984658168262,2019,2.8774246575342466
8.905045463075526,14.38984658168262,2020,2.0575956284153007
8.905045463075526,14.38984658168262,2021,2.5208219178082194
8.905045463075526,14.38984658168262,2022,3.711808219178082
8.905045463075526,14.38984658168262,2023,2.371671232876712
8.905045463075526,14.38984658168262,2024,0.0
8.905045463075526,14.83900422374238,1981,3.9845479452054793
8.905045463075526,14.83900422374238,1982,5.206356164383561
8.905045463075526,14.83900422374238,1983,3.721041095890411
8.905045463075526,14.83900422374238,1984,2.7722131147540985
8.905045463075526,14.83900422374238,1985,3.0024657534246577
8.905045463075526,14.83900422374238,1986,4.032493150684931
8.905045463075526,14.83900422374238,1987,3.217068493150685
8.905045463075526,14.83900422374238,1988,3.414071038251366
8.905045463075526,14.83900422374238,1989,3.2584657534246575
8.905045463075526,14.83900422374238,1990,2.8139999999999996
8.905045463075526,14.83900422374238,1991,3.395917808219178
8.905045463075526,14.83900422374238,1992,3.0052459016393445
8.905045463075526,14.83900422374238,1993,2.6559999999999997
8.905045463075526,14.83900422374238,1994,3.450876712328767
8.905045463075526,14.83900422374238,1995,3.9322739726027396
8.905045463075526,14.83900422374238,1996,3.541120218579235
8.905045463075526,14.83900422374238,1997,3.2059452054794524
8.905045463075526,14.83900422374238,1998,2.7243013698630136
8.905045463075526,14.83900422374238,1999,3.1590684931506847
8.905045463075526,14.83900422374238,2000,2.3906284153005464
8.905045463075526,14.83900422374238,2001,1.898821917808219
8.905045463075526,14.83900422374238,2002,2.348054794520548
8.905045463075526,14.83900422374238,2003,2.640849315068493
8.905045463075526,14.83900422374238,2004,2.41827868852459
8.905045463075526,14.83900422374238,2005,2.638
8.905045463075526,14.83900422374238,2006,2.669945205479452
8.905045463075526,14.83900422374238,2007,2.498191780821918
